4867,457976,5.0,1395676800
42103,457976,4.0,1215878400
71063,457976,3.0,1263744000
43949,457976,4.0,1378396800
407423,457976,5.0,1379001600
787,457976,5.0,1350057600
33007,457976,4.0,1229616000
100016,457976,5.0,1368892800
5420,457976,5.0,1316188800
5387,457976,5.0,1366300800
5675,457976,3.0,1331481600
96539,457976,5.0,1359302400
135,457976,5.0,1389369600
1043,457976,5.0,1335974400
4915,457976,5.0,1316620800
4709,457976,5.0,1392134400
773025,457976,4.0,1264089600
287246,457976,4.0,1351267200
206535,457976,5.0,1381766400
826302,457976,5.0,1398096000
30461,457976,5.0,1339776000
127494,457976,5.0,1386086400
8044,457976,5.0,1258732800
8578,457976,4.0,1333641600
2658,457976,5.0,1394640000
54622,457976,5.0,1370102400
49398,457976,4.0,1363795200
2226,457976,5.0,1384272000
278545,457976,5.0,1236009600
144066,457976,5.0,1351785600
238469,457976,5.0,1384099200
14787,457976,5.0,1335628800
8707,457976,4.0,1368806400
33693,457976,5.0,1359907200
24514,457976,5.0,1338220800
837,457976,4.0,1369843200
21626,457976,5.0,1375977600
1487,457976,5.0,1378656000
200631,457976,4.0,1370188800
34649,457976,5.0,1381420800
2027,457976,5.0,1328025600
10660,457976,4.0,1329408000
49560,457976,5.0,1295020800
12957,457976,4.0,1370016000
68245,457976,5.0,1292860800
11379,457976,5.0,1395676800
409489,457976,4.0,1312214400
182128,457976,5.0,1345824000
1153,457976,5.0,1318348800
550659,457976,5.0,1396886400
64498,457976,5.0,1397059200
6364,457976,5.0,1209916800
1411,457976,5.0,1342454400
1253644,457976,5.0,1388592000
19866,457976,5.0,1377100800
169665,457976,5.0,1363881600
2697,457976,5.0,1333814400
370282,457976,5.0,1371916800
280919,457976,5.0,1344182400
48517,457976,5.0,1319817600
15825,457976,5.0,1284307200
25328,457976,4.0,1357315200
34795,457976,5.0,1370793600
3140,457976,4.0,1321545600
110761,457976,4.0,1306684800
2561,457976,4.0,1337616000
259943,457976,5.0,1383148800
67652,457976,5.0,1361116800
5227,457976,5.0,1325692800
39960,457976,5.0,1387382400
39093,457976,5.0,1364054400
22927,457976,5.0,1341244800
181345,457976,5.0,1326729600
11962,457976,5.0,1383667200
8566,457976,4.0,1372089600
10998,457976,5.0,1374508800
66348,457976,4.0,1364486400
286722,457976,5.0,1305907200
70844,457976,5.0,1339430400
4398,457976,5.0,1311264000
536294,457976,5.0,1372176000
26882,457976,5.0,1377100800
85169,457976,5.0,1326729600
9560,457976,5.0,1382889600
2459,457976,4.0,1211731200
40269,457976,5.0,1388592000
24566,457976,4.0,1337875200
101972,457976,5.0,1313683200
403873,457976,5.0,1377792000
3733,457976,5.0,1385827200
21995,457976,3.0,1384531200
954850,457976,5.0,1389974400
83587,457976,5.0,1396454400
5748,457976,5.0,1381075200
24140,457976,4.0,1396540800
57083,457976,5.0,1374163200
1071933,457976,4.0,1387468800
1074280,457976,3.0,1397577600
98745,457976,3.0,1382889600
266563,457976,5.0,1354982400
11573,457976,4.0,1378051200
34,457976,5.0,1390752000
93422,457976,4.0,1365436800
54281,457976,5.0,1309536000
19656,457976,5.0,1370707200
70020,457976,5.0,1313510400
24207,457976,5.0,1386950400
469786,457976,5.0,1395417600
24175,457976,4.0,1341763200
259,457976,5.0,1365091200
21583,457976,5.0,1378137600
158557,457976,4.0,1297958400
1750,457976,4.0,1395158400
44877,457976,5.0,1318953600
36825,457976,5.0,1360684800
645337,457976,3.0,1248364800
27579,457976,5.0,1315929600
12945,457976,5.0,1381248000
7220,457976,5.0,1397491200
209918,457976,5.0,1396281600
848194,457976,5.0,1393862400
111352,457976,4.0,1348848000
2199,457976,5.0,1219680000
33391,457976,5.0,1318089600
611827,457976,5.0,1388160000
2424,457976,4.0,1268582400
33294,457976,5.0,1383235200
18727,457976,3.0,1286121600
221652,457976,4.0,1235664000
1285,457976,5.0,1357228800
9798,457976,5.0,1333209600
611654,457976,5.0,1378051200
535750,457976,5.0,1323964800
10243,457976,5.0,1384531200
209889,457976,5.0,1224432000
236010,457976,5.0,1377792000
551771,457976,5.0,1224345600
53844,457976,5.0,1392652800
99605,457976,3.0,1361289600
6059,457976,5.0,1325174400
182398,457976,5.0,1340985600
23592,457976,5.0,1395158400
54725,457976,5.0,1380211200
29811,457976,4.0,1203350400
236971,457976,5.0,1245168000
7380,457976,5.0,1392393600
449426,457976,5.0,1279814400
114240,457976,5.0,1383926400
1948,457976,2.0,1338739200
60324,457976,2.0,1267632000
