US,6,"Acampo",38.1746398,-121.2785588
US,6,"Agnew",37.3946626,-121.9591252
US,6,"Agua Caliente",38.3240804,-122.4880366
US,6,"Akers",37.9982562,-121.2835581
US,6,"Allendale",38.4446306,-121.943022
US,6,"Altamont",37.7438175,-121.6627285
US,6,"Alto",37.9043701,-122.5255306
US,6,"Alum Rock",37.3660513,-121.8271756
US,6,"Arlynda Corners",40.5948513,-124.2550558
US,6,"Avery",38.204363,-120.3699194
US,6,"Bangor",39.3885002,-121.4052424
US,6,"Banta",37.7543731,-121.3707773
US,6,"Bayliss",39.5826609,-122.0458116
US,6,"Bellevue",38.4018573,-122.7135984
US,6,"Berry Glenn",41.3173451,-124.0411824
US,6,"Big Bend",38.236305,-122.4622022
US,6,"Birds Landing",38.132695,-121.8707927
US,6,"Blocksburg",40.2759769,-123.6364206
US,6,"Blue Hills",37.2879985,-122.0321819
US,6,"Bodega",38.345194,-122.9738878
US,6,"Brazos",38.2082503,-122.3060844
US,6,"Bridgeville",40.4693064,-123.7997628
US,6,"Bummerville",38.4013007,-120.5057585
US,6,"Cadwell",38.3582478,-122.7777677
US,6,"Calville",40.9362375,-124.1003425
US,6,"Camp Evers",37.0427264,-122.0249624
US,6,"Canby",41.4437793,-120.8702442
US,6,"Cantua Creek",36.50134,-120.3162666
US,6,"Capay",38.7076812,-122.0480266
US,6,"Carlotta",40.537357,-124.0606039
US,6,"Cazadero",38.533246,-123.08528
US,6,"Cedarville",41.5290606,-120.1732781
US,6,"Centerville",36.7338394,-119.4979071
US,6,"Chiquita",38.6349099,-122.8744391
US,6,"Citrona",38.6335157,-121.9713578
US,6,"Clam Beach",40.9945699,-124.1120114
US,6,"Clarksburg",38.4204651,-121.5271772
US,6,"Clarksville",38.6549043,-121.0524439
US,6,"Clements",38.1907514,-121.0882767
US,6,"Clotho",36.7213392,-119.6098571
US,6,"Cloverdale",40.4734843,-122.4758441
US,6,"Conejo",36.5182834,-119.7190244
US,6,"Confederate Corners",36.644682,-121.6643902
US,6,"Cordelia Junction",38.2168601,-122.1396906
US,6,"Cottage Corners",36.8693981,-121.4004907
US,6,"Cressey",37.4196598,-120.6674207
US,6,"Crown",38.2665829,-122.6569309
US,6,"Crows Landing",37.3938244,-121.0715976
US,6,"Dales",40.3137671,-122.0716612
US,6,"Dew Drop",39.0871178,-121.0866149
US,6,"Dos Rios",39.7168221,-123.3533476
US,6,"Douglas City",40.6520897,-122.9447474
US,6,"Doyle",40.0279592,-120.1038161
US,6,"Duncans Mills",38.453803,-123.0550013
US,6,"Dunneville",36.9405058,-121.4104904
US,6,"Dunnigan",38.8851773,-121.9696908
US,6,"East Gridley",39.3632218,-121.6619158
US,6,"Eel Rock",40.2890309,-123.7330894
US,6,"El Dorado",38.6826817,-120.8477146
US,6,"Elk River",40.7362385,-124.1742264
US,6,"Elm View",36.5474496,-119.7912504
US,6,"Everglade",38.9823949,-121.7674672
US,6,"Ewing",38.9326748,-121.3455099
US,6,"Fairmead",37.0763341,-120.1929487
US,6,"Fetters Hot Springs",38.3199138,-122.4860921
US,6,"Fiddletown",38.5037966,-120.7554891
US,6,"Fieldbrook",40.9656826,-124.0356196
US,6,"Five Corners",37.8268711,-121.1441071
US,6,"Forest Knolls",38.0152007,-122.6885967
US,6,"Fort Dick",41.8678909,-124.1489706
US,6,"Fort Seward",40.222922,-123.6433637
US,6,"Four Corners",38.2757483,-122.4608135
US,6,"Franklin",38.3790776,-121.4543973
US,6,"French Gulch",40.7007031,-122.6383512
US,6,"Freshwater Corners",40.7854066,-124.0853368
US,6,"Friant",36.9877274,-119.7118118
US,6,"Garberville",40.1001449,-123.795029
US,6,"Gerber",40.0562678,-122.1502688
US,6,"Geyserville",38.707687,-122.9024964
US,6,"Glencoe",38.3540801,-120.5849283
US,6,"Glenwood",37.1082804,-121.9866265
US,6,"Gold Hill",38.7610132,-120.8846603
US,6,"Gravesboro",36.7730053,-119.4115151
US,6,"Greenbrae",37.9485354,-122.5246979
US,6,"Grimes",39.0743383,-121.8938583
US,6,"Gualala",38.7657447,-123.5280651
US,6,"Guinda",38.8290674,-122.1938633
US,6,"Twain",40.0201673,-121.0719031
US,6,"Hamburg Farms",36.8793932,-120.7637961
US,6,"Helm",36.5316159,-120.0982058
US,6,"Henderson Village",38.1007531,-121.3055034
US,6,"Hilarita",37.884093,-122.4719173
US,6,"Hilton",38.5046346,-122.9402743
US,6,"Hobergs",38.8435139,-122.7244339
US,6,"Honcut",39.3290561,-121.5338564
US,6,"Hood",38.3682444,-121.5174543
US,6,"Igerna",41.4015391,-122.3794596
US,6,"Igo",40.5054281,-122.5416799
US,6,"Independence",38.3490803,-120.5135368
US,6,"Jenny Lind",38.0949216,-120.8699371
US,6,"Jimtown",38.6665756,-122.819715
US,6,"Kenwood",38.4138005,-122.5460935
US,6,"Kingvale",39.3210149,-120.4288153
US,6,"Kirkville",38.9087867,-121.7927445
US,6,"Kneeland",40.7612425,-123.9947779
US,6,"Knights Landing",38.7996238,-121.718297
US,6,"Knowles Corner",38.3524149,-122.8152694
US,6,"Korbel",38.5076904,-122.964442
US,6,"La Selva Beach",36.9366187,-121.8646774
US,6,"La Vina",36.8805022,-120.1104401
US,6,"La Grange",37.6635433,-120.4635289
US,6,"Laurel",37.1166136,-121.9663477
US,6,"Leavitt",40.3960086,-120.5260578
US,6,"Leggett",39.8657071,-123.7141884
US,6,"Llano",38.4118576,-122.7944347
US,6,"Lombard",38.1907508,-122.2560823
US,6,"Lone Star",36.7005057,-119.6812492
US,6,"Long Barn",38.0929762,-120.1343539
US,6,"Loomis Corners",40.5882068,-122.3058387
US,6,"Lorenzo Station",37.6924307,-122.1299647
US,6,"Loyola Corners",37.3521636,-122.0860732
US,6,"Lyoth",37.7157626,-121.3816102
US,6,"Lytton",38.659354,-122.8716615
US,6,"Madeline",41.0510078,-120.4755054
US,6,"Madison",38.6793483,-121.9683023
US,6,"Manila",40.8517929,-124.1622856
US,6,"Mankas Corner",38.2863023,-122.106913
US,6,"Mark West Springs",38.5490762,-122.7202653
US,6,"Marshall",38.1604766,-122.8941619
US,6,"Martell",38.3668572,-120.7960468
US,6,"Maxwell",39.2762768,-122.191366
US,6,"Middletown",38.7524045,-122.6149853
US,6,"Millville",40.5493195,-122.1752786
US,6,"Minkler",36.7238391,-119.458183
US,6,"Minturn",37.1396661,-120.274343
US,6,"Miranda",40.2345864,-123.8236457
US,6,"Mission San Jose District",37.5329919,-121.9202363
US,6,"Mokelumne Hill",38.3004709,-120.7063219
US,6,"Monte Toyon",36.9963391,-121.8960683
US,6,"Mountain Ranch",38.2282509,-120.5407599
US,6,"Myers Flat",40.2662524,-123.8703146
US,6,"Nashua",36.7413465,-121.765783
US,6,"Navarro",39.1518426,-123.5419555
US,6,"Navelencia",36.6832831,-119.385679
US,6,"Nicolaus",38.9032305,-121.5777385
US,6,"Oakville",38.4368549,-122.4022007
US,6,"Old Bretz Mill",37.0816142,-119.2987359
US,6,"Old Gilroy",36.9996702,-121.5263287
US,6,"Oleander",36.6343943,-119.7548622
US,6,"Olinda",40.4437628,-122.4075078
US,6,"Ono",40.4751501,-122.6180702
US,6,"Oregon House",39.3562796,-121.2791273
US,6,"Orick",41.2867896,-124.0597937
US,6,"Orosi",36.5449499,-119.2873384
US,6,"Owenyo",36.6782657,-118.0442548
US,6,"Palo Cedro",40.5637631,-122.2388916
US,6,"Paskenta",39.8845994,-122.5458323
US,6,"Patricks Point",41.123457,-124.1567375
US,6,"Paynes Creek",40.335435,-121.9149899
US,6,"Pebble Beach",36.5663496,-121.9466223
US,6,"Penngrove",38.2996376,-122.6666533
US,6,"Pennington",39.2910002,-121.7933062
US,6,"Penryn",38.8521217,-121.1693926
US,6,"Phillipsville",40.2090317,-123.785866
US,6,"Pilot Hill",38.8349001,-121.0143878
US,6,"Pine Grove",39.3493389,-123.8141821
US,6,"Pioneer",38.4318551,-120.5718719
US,6,"Pleasant Grove",38.8237881,-121.4838455
US,6,"Pope Valley",38.6151837,-122.427757
US,6,"Port Costa",38.0463097,-122.1833005
US,6,"Port Kenyon",40.5951289,-124.2797788
US,6,"Proberta",40.0815453,-122.1705478
US,6,"Ravendale",40.7985091,-120.3652225
US,6,"Redwood Junction",37.4771599,-122.2213546
US,6,"Redwood Lodge",39.4410001,-123.6905692
US,6,"Redwood Valley",39.2654449,-123.2044496
US,6,"Riccas Corner",38.4232462,-122.7880454
US,6,"Richvale",39.4937751,-121.7446978
US,6,"Riego",38.748812,-121.477997
US,6,"Ripperdan",36.8513351,-120.055993
US,6,"Rob Roy Junction",36.9707843,-121.8741226
US,6,"Robbins",38.8701766,-121.7063532
US,6,"Rockville",38.2440815,-122.1221906
US,6,"Rumsey",38.8882322,-122.2374749
US,6,"Salyer",40.8901348,-123.5844933
US,6,"San Geronimo",38.0132562,-122.6638731
US,6,"San Quentin",37.9413133,-122.4849739
US,6,"Sand Hill",37.9735336,-121.6955088
US,6,"Santa Nella",38.497135,-122.9666644
US,6,"Sattley",39.6160137,-120.4271545
US,6,"Sawyers Bar",41.2973587,-123.1303203
US,6,"Scotia",40.4823573,-124.1008808
US,6,"Seiad Valley",41.8404056,-123.1925489
US,6,"Shasta",40.5993165,-122.4919571
US,6,"Sheldon",38.4307433,-121.3002273
US,6,"Sheridan",38.9796179,-121.3755114
US,6,"Sierraville",39.5896256,-120.3674301
US,6,"Alviso",37.426051,-121.9752373
US,6,"Arena",37.3707721,-120.6763088
US,6,"Aurora",37.65993,-121.0027121
US,6,"Mount Bullion",37.5071591,-120.0448999
US,6,"Carson Hill",38.0282564,-120.5065877
US,6,"Chinese Camp",37.8710381,-120.4332511
US,6,"Dairyland",37.0182789,-120.3104516
US,6,"El Nido",37.1349442,-120.4921291
US,6,"Lodoga",39.3018307,-122.4891522
US,6,"O'Neals",37.1282815,-119.6943135
US,6,"Parkway",38.4960185,-121.458843
US,6,"Princeton",37.5049409,-122.4869222
US,6,"Rockaway Beach",37.6085478,-122.4952532
US,6,"Snelling",37.5191028,-120.4374151
US,6,"Soda Springs",39.3232377,-120.3799251
US,6,"South Dos Palos",36.9643919,-120.653239
US,6,"Spanish Flat",38.5351852,-122.2249751
US,6,"Stafford",40.4540255,-124.0536568
US,6,"Stent",37.9177037,-120.4132504
US,6,"Stinson Beach",37.9004816,-122.6444263
US,6,"Stirling City",39.9076606,-121.5280275
US,6,"Summer Home",37.8474263,-121.1857751
US,6,"Tamalpais Valley Junction",37.8818709,-122.524697
US,6,"Tarpey Village",36.7930055,-119.7009743
US,6,"The Grove",37.4038272,-120.5949181
US,6,"Thornton",38.2260268,-121.4246733
US,6,"Tomales",38.246307,-122.9055518
US,6,"Town Talk",39.2432273,-121.0307819
US,6,"Trevarno",37.6904854,-121.7474527
